OT hour,Downtime,Absent percentage,Precipitation (%),UV Index,Season
-4,83,37.5,72,3,Winter
8,77,17,73,8,Summer
25,59,4,48,3,Winter
22,53,1.5,14,11,Spring
-14,56,14,71,1,Winter
21,37,9,10,8,Autumn
32,56,12,35,3,Autumn
22,106,11,91,9,Summer
16,89,3.5,93,3,Summer
26,59,1.5,40,3,Summer
27,99,13,77,1,Autumn
18,38,11,20,7,Autumn
21,75,5.5,23,2,Spring
33,71,1,20,1,Autumn
-7,83,8,77,1,Winter
34,88,15,61,2,Autumn
59,88,12.5,103,0,Autumn
11,89,18,70,3,Autumn
29,96,13,95,3,Spring
40,59,10,17,8,Spring
5,20,1,37,4,Spring
32,66,4.5,17,1,Spring
33,67,9,16,6,Spring
34,95,29,86,5,Winter
24,51,7,53,3,Summer
4,67,20,61,0,Winter
29,34,6,11,8,Autumn
-5,80,1.5,77,1,Winter
24,41,3.5,1,10,Winter
34,54,3,3,6,Spring
23,67,17.5,92,0,Summer
31,83,17.5,75,3,Autumn
34,65,11,74,3,Autumn
17,80,16.5,58,1,Spring
11,64,5,53,0,Winter
31,25,9.5,9,5,Autumn
17,70,14,32,2,Spring
11,55,5,11,2,Autumn
-9,87,11.5,78,0,Winter
24,75,10,67,3,Spring
32,50,1,25,2,Autumn
20,69,19.5,80,0,Spring
40,53,0,18,10,Winter
11,85,5.5,59,0,Winter
21,22,6.5,5,5,Spring
18,56,11,46,2,Summer
33,61,18,89,2,Spring
6,22,4,74,14,Autumn
90,77,10,100,13,Winter
11,65,4.5,39,4,Autumn
17,74,1,31,3,Spring
36,31,2.5,5,11,Winter
20,73,11.5,77,7,Autumn
-6,40,7.5,79,3,Spring
41,108,16.5,72,9,Spring
15,74,8.5,20,1,Winter
-9,89,3.5,94,1,Winter
33,58,3.5,14,3,Spring
39,38,14.5,75,1,Summer
-4,77,1,92,6,Winter
-5,61,0.5,60,1,Winter
-1,97,8.5,57,1,Winter
13,53,0.5,24,2,Spring
21,62,5,19,7,Spring
47,103,33,106,12,Summer
11,82,13,68,1,Summer
29,24,6.5,3,9,Summer
-9,66,18.5,62,1,Winter
-12,98,26,88,5,Winter
-11,32,3.5,75,7,Spring
1,67,4.5,19,12,Summer
33,77,14,52,1,Winter
-9,21,3,13,8,Winter
12,50,3.5,12,1,Spring
15,63,6.5,29,2,Winter
13,98,11.5,54,3,Autumn
22,52,9.5,39,3,Winter
33,52,7,2,9,Summer
21,82,7.5,50,3,Spring
-5,91,0.5,66,0,Winter
-4,103,2.5,91,7,Winter
11,61,12,73,9,Autumn
42,94,37.5,90,7,Summer
32,77,10,64,1,Autumn
-2,82,3.5,89,1,Winter
41,71,11,31,2,Summer
2,91,2.5,51,0,Winter
20,71,7,93,1,Winter
36,48,3.5,11,10,Autumn
32,31,9.5,18,5,Spring
-10,75,9.5,75,0,Winter
11,86,11,82,1,Spring
21,99,16,60,2,Winter
53,104,11,89,14,Winter
32,27,10,5,8,Autumn
19,78,6.5,33,1,Spring
26,42,7,15,11,Autumn
75,70,35.5,99,5,Spring
44,55,0.5,18,8,Autumn
26,81,8.5,66,1,Summer
25,82,19.5,86,2,Spring
-3,64,2,53,1,Winter
-11,98,33,91,7,Winter
-7,74,6.5,65,1,Winter
3,79,7.5,80,0,Winter
23,84,19,74,5,Spring
25,102,24.5,87,10,Spring
30,51,7,4,9,Summer
4,64,15.5,55,1,Winter
27,49,3,12,6,Autumn
48,93,5.5,75,8,Winter
41,32,1.5,11,7,Winter
-13,77,9.5,46,6,Spring
-8,68,5.5,80,1,Winter
31,37,3.5,10,10,Summer
-5,97,6,51,1,Winter
-8,87,20,84,1,Winter
-5,92,10,68,1,Winter
44,51,3.5,36,8,Winter
73,105,12,94,11,Winter
14,69,14.5,16,3,Winter
2,68,3,68,0,Winter
47,23,10.5,82,11,Spring
1,91,14,52,1,Winter
14,60,0,16,4,Winter
39,51,2.5,15,10,Summer
-3,86,15.5,87,0,Winter
20,72,36,102,10,Spring
28,56,6.5,11,5,Winter
25,79,7,63,2,Spring
0,72,7.5,70,0,Winter
33,61,6.5,69,1,Summer
43,30,4,19,11,Spring
21,53,10,18,6,Winter
3,65,19.5,78,1,Winter
32,62,15,54,3,Autumn
19,65,7.5,39,4,Summer
2,103,7,103,14,Winter
15,51,13,34,2,Summer
41,97,27.5,101,0,Summer
26,105,13,96,10,Summer
28,45,9,11,9,Summer
23,68,15,96,0,Autumn
40,32,6.5,15,6,Autumn
10,60,7.5,90,13,Spring
27,48,8,3,7,Spring
24,74,5.5,35,4,Summer
11,73,9.5,39,2,Spring
-2,70,17,61,1,Winter
-22,94,24.5,75,6,Winter
11,59,1,10,1,Summer
22,56,8,17,11,Spring
25,57,1,22,4,Winter
-5,70,1.5,59,0,Winter
-2,87,3.5,59,1,Winter
-10,35,11,84,5,Spring
20,27,8.5,15,6,Summer
1,60,18.5,71,0,Winter
-9,93,13.5,80,0,Winter
27,81,19.5,79,2,Autumn
24,42,8,15,8,Autumn
46,47,2.5,29,10,Autumn
-6,77,4,77,0,Winter
24,63,7.5,20,1,Winter
35,94,17,101,12,Summer
0,75,3.5,56,0,Winter
-21,91,22,74,8,Winter
1,96,9,95,1,Winter
26,88,18.5,81,3,Winter
30,76,14.5,20,2,Winter
36,55,1,19,10,Spring
-7,99,21.5,88,14,Winter
10,67,9.5,74,0,Spring
30,60,13,87,1,Winter
27,40,2.5,12,7,Summer
7,37,14.5,84,1,Spring
1,76,18.5,69,0,Winter
22,97,7.5,73,2,Winter
41,41,4.5,10,6,Winter
17,72,16,84,2,Winter
20,66,13.5,11,2,Summer
43,32,7.5,10,7,Spring
-10,103,37,80,11,Winter
31,62,9.5,74,1,Spring
25,62,13.5,41,1,Spring
37,79,0,35,10,Spring
37,23,1.5,17,10,Winter
14,63,13,92,3,Summer
3,95,10,67,1,Winter
4,69,14,90,0,Winter
28,51,11,62,0,Autumn
31,70,14.5,45,4,Spring
32,63,11.5,81,1,Spring
21,34,6,7,9,Winter
1,61,10,89,0,Winter
24,73,14,38,2,Spring
23,74,6,71,5,Spring
42,27,8,13,14,Summer
-1,95,13,79,0,Winter
29,21,3.5,5,11,Spring
24,88,17.5,58,1,Spring
19,64,13.5,87,1,Summer
44,42,9,18,8,Summer
31,70,9,12,2,Autumn
-19,68,12.5,80,3,Spring
25,55,8,14,3,Spring
27,49,7.5,15,6,Summer
-6,88,6.5,92,1,Winter
23,58,12,27,4,Spring
49,83,0,71,3,Autumn
2,85,10.5,84,1,Winter
-1,91,2,91,1,Winter
3,75,5.5,93,0,Winter
32,53,4.5,41,4,Spring
4,84,1,78,0,Winter
-8,61,16.5,58,0,Winter
30,97,18,69,3,Spring
-8,87,16.5,73,1,Winter
40,97,13,100,3,Spring
17,71,19,74,3,Spring
-3,73,8,72,1,Winter
25,49,2,71,4,Summer
13,99,13,74,3,Winter
28,33,8,61,4,Summer
-20,52,3.5,87,14,Autumn
22,50,4.5,41,4,Summer
40,21,4.5,11,7,Spring
4,99,8,79,0,Winter
-4,62,13.5,78,1,Winter
39,35,14,17,8,Spring
42,61,0,17,11,Summer
10,98,13,95,3,Winter
33,67,13,32,1,Autumn
31,50,2,16,9,Winter
-10,84,14.5,78,1,Winter
41,66,2,8,10,Summer
0,96,1.5,88,0,Winter
14,82,9.5,71,0,Summer
22,68,8,22,1,Autumn
-9,87,7.5,56,1,Winter
28,80,6,89,0,Autumn
-3,98,6,99,0,Winter
4,80,10.5,50,1,Winter
-3,74,16.5,87,0,Winter
29,56,7,3,11,Spring
-3,74,10.5,105,2,Winter
13,73,13.5,44,1,Winter
16,98,14.5,93,1,Winter
24,77,6,77,2,Summer
11,59,2,38,3,Summer
21,68,5.5,15,10,Winter
16,77,8,34,1,Summer
19,78,10,38,2,Spring
36,36,7.5,10,11,Spring
17,77,7,59,2,Summer
21,79,15.5,51,2,Summer
33,79,17,55,1,Spring
15,74,4.5,32,1,Summer
18,65,9.5,83,1,Summer
3,95,16,82,1,Winter
1,70,19.5,93,0,Winter
0,70,39.5,109,13,Winter
27,33,8.5,0,11,Winter
-14,24,8.5,85,12,Spring
26,94,8.5,91,3,Summer
2,100,20.5,98,5,Winter
2,89,19.5,81,2,Winter
-8,108,36.5,80,12,Winter
-8,65,7,90,0,Winter
24,56,14.5,11,2,Winter
33,98,14,93,2,Summer
33,93,5,93,2,Summer
30,70,16,53,1,Winter
-1,41,3.5,12,10,Spring
4,96,0,52,0,Winter
-4,79,14.5,83,1,Winter
23,33,2.5,86,3,Winter
-2,83,33,89,13,Winter
33,86,13,65,3,Winter
27,80,10,84,13,Spring
3,107,3,72,12,Winter
16,65,12.5,27,8,Winter
-9,71,10,84,0,Winter
34,63,5,71,3,Autumn
43,39,0.5,6,5,Spring
1,92,3.5,95,1,Winter
30,29,0.5,13,6,Winter
36,63,5.5,17,9,Summer
15,69,11.5,66,0,Spring
38,49,4,0,10,Autumn
23,37,4,11,11,Winter
28,25,5.5,78,4,Summer
20,76,13.5,70,0,Summer
0,72,6,75,1,Winter
-10,81,2,53,1,Winter
14,78,0.5,15,2,Autumn
0,86,19.5,61,1,Winter
32,63,10,81,2,Spring
10,78,16.5,65,0,Autumn
39,64,7,14,10,Summer
21,71,18,70,2,Winter
-9,66,8,61,1,Winter
37,25,6.5,14,5,Winter
30,57,12.5,33,1,Autumn
-6,71,17,94,0,Winter
21,89,15,54,0,Autumn
32,67,7.5,40,2,Winter
20,82,11,99,2,Autumn
31,26,0.5,19,6,Spring
0,75,12.5,65,1,Winter
32,51,7,11,6,Winter
30,79,5,58,2,Summer
55,79,8,92,10,Winter
24,94,6.5,91,0,Spring
33,79,6.5,13,2,Spring
26,77,5.5,14,1,Winter
21,54,11.5,16,3,Winter
22,51,0.5,49,1,Autumn
-6,83,15,88,7,Winter
42,72,27,83,1,Autumn
21,76,7,92,3,Spring
12,52,14.5,74,14,Spring
12,52,10,24,3,Winter
31,94,5.5,52,0,Autumn
19,58,1,13,1,Summer
19,71,4.5,22,3,Autumn
20,80,14,81,6,Spring
-8,99,16,90,0,Winter
57,93,4,102,12,Winter
30,86,11,63,1,Spring
22,77,13.5,47,4,Autumn
11,76,7.5,99,1,Spring
40,53,8.5,17,7,Winter
34,73,2,41,4,Spring
47,41,5,98,14,Spring
21,91,8.5,62,1,Summer
29,27,3.5,3,6,Winter
38,57,7,6,11,Autumn
42,24,3,12,6,Summer
-6,97,20,63,1,Winter
25,87,12,80,2,Spring
32,63,4,18,5,Spring
41,47,7.5,11,9,Winter
22,65,5.5,30,1,Summer
25,57,11,14,1,Summer
40,64,5.5,19,11,Winter
33,22,6.5,3,10,Winter
28,68,12,19,3,Spring
27,33,4,6,11,Autumn
-6,67,16.5,92,1,Winter
11,94,9.5,77,0,Summer
4,92,13.5,85,1,Winter
16,60,4.5,48,1,Autumn
40,49,4.5,16,5,Winter
12,63,2.5,16,3,Spring
32,42,0,16,6,Winter
3,67,18.5,93,1,Winter
23,31,6,5,11,Winter
-7,77,6.5,73,0,Winter
72,82,4,70,7,Spring
-10,67,9.5,94,1,Winter
39,107,25,71,11,Spring
42,40,6,10,8,Winter
2,96,10,50,1,Winter
4,78,15,62,0,Winter
22,64,16,89,2,Spring
29,31,9.5,18,9,Winter
30,81,9.5,72,3,Summer
34,63,13.5,89,1,Winter
41,24,10,19,7,Summer
38,20,1.5,5,8,Summer
27,80,14.5,75,1,Summer
41,26,0.5,8,9,Autumn
30,65,11,29,3,Autumn
-5,95,29.5,79,0,Winter
34,70,13.5,93,1,Winter
30,106,7,102,10,Spring
30,26,4.5,6,5,Spring
21,26,12.5,12,2,Autumn
27,67,0.5,2,8,Spring
30,52,6,27,1,Summer
16,81,20,88,2,Winter
22,46,9.5,17,10,Summer
43,37,2.5,3,5,Autumn
-7,82,16,92,1,Winter
19,62,1,42,1,Spring
42,39,4,19,9,Winter
27,37,6.5,13,7,Summer
14,73,5,84,0,Summer
10,94,11.5,75,3,Winter
19,92,15.5,72,2,Winter
29,69,13.5,88,3,Spring
3,59,13,56,5,Summer
24,51,10.5,37,4,Autumn
18,70,12.5,77,1,Summer
10,72,6.5,64,2,Winter
10,81,8,93,3,Spring
27,35,9.5,19,7,Autumn
25,60,1.5,16,5,Autumn
22,48,8.5,82,10,Autumn
36,33,0.5,16,8,Autumn
-20,76,14.5,75,13,Summer
15,63,6.5,61,3,Winter
2,99,8,81,14,Winter
34,61,5.5,19,10,Summer
29,57,6,8,10,Winter
3,35,2.5,23,12,Winter
46,100,13,96,0,Summer
-4,63,14.5,83,1,Winter
32,31,5.5,23,12,Spring
4,55,3.5,49,7,Autumn
32,56,12.5,28,1,Summer
34,73,4.5,92,14,Summer
27,99,8,87,2,Autumn
-9,62,8,63,0,Winter
43,86,43,87,8,Winter
-7,99,1,51,0,Winter
-3,61,11.5,82,0,Winter
-7,92,7,85,1,Winter
13,93,8,64,0,Spring
22,63,14.5,93,0,Spring
24,62,7,40,1,Spring
47,99,2,75,7,Autumn
-11,69,14,52,4,Winter
21,67,17.5,77,3,Autumn
30,58,2,35,11,Autumn
21,58,4,36,2,Summer
23,75,14.5,74,3,Winter
28,96,15.5,71,2,Winter
47,77,2.5,81,0,Winter
41,83,1.5,88,4,Summer
4,79,10,57,0,Winter
34,63,7,77,1,Spring
10,94,14,62,3,Summer
33,22,8.5,15,11,Summer
47,104,11,96,0,Autumn
34,86,11,90,0,Winter
3,81,7,76,1,Winter
35,29,0,3,7,Winter
23,55,13,40,2,Winter
-13,82,5,109,14,Winter
-2,67,5,55,1,Winter
-4,80,8,84,0,Winter
10,49,2.5,63,5,Autumn
21,65,10,32,2,Summer
-8,84,19.5,89,1,Winter
12,72,8.5,92,1,Spring
19,88,13,79,1,Spring
30,73,17.5,52,1,Summer
31,63,7.5,9,8,Summer
4,91,17.5,85,1,Winter
90,74,0,95,14,Spring
22,66,2,7,5,Winter
24,68,0.5,26,2,Spring
31,65,7,82,0,Summer
13,92,18,70,1,Summer
21,96,16,56,2,Summer
24,62,4,11,4,Spring
42,44,6.5,16,10,Winter
20,60,2.5,15,11,Spring
15,63,9.5,26,1,Winter
14,70,8,66,0,Summer
17,59,3.5,41,2,Winter
15,81,9,60,0,Autumn
18,38,4.5,63,1,Spring
36,64,7.5,6,6,Spring
11,74,6.5,45,1,Summer
27,55,6.5,10,11,Spring
37,41,0.5,17,7,Spring
-6,70,3.5,82,1,Winter
-8,72,5,96,1,Summer
28,48,8.5,14,8,Winter
47,99,9.5,102,5,Winter
24,53,2.5,71,5,Summer
24,100,14.5,70,4,Autumn
21,70,11.5,13,3,Spring
23,92,6.5,63,1,Winter
23,86,12,52,0,Spring
23,67,13,15,2,Autumn
40,23,4,4,8,Summer
11,70,5.5,92,2,Winter
48,96,18,74,11,Summer
26,62,0,10,2,Spring
26,74,3.5,32,1,Winter
-10,84,14,96,0,Winter
18,74,9,32,2,Autumn
-8,62,16,65,1,Winter
32,63,6,41,4,Autumn
21,96,11.5,70,1,Winter
-3,61,1.5,50,1,Winter
31,42,4,5,7,Autumn
42,85,14,81,1,Spring
3,95,1,81,1,Winter
15,85,16.5,93,3,Spring
49,57,4,31,3,Summer
-4,93,1,60,1,Winter
-4,71,0.5,99,0,Winter
0,104,10.5,94,0,Winter
28,31,2.5,4,6,Spring
24,58,0.5,17,4,Summer
28,54,1,41,1,Winter
33,23,0.5,9,11,Autumn
37,104,2,77,11,Summer
-10,91,16.5,85,1,Winter
16,60,12,48,4,Winter
8,54,10.5,86,9,Autumn
28,58,0,38,2,Autumn
-6,67,4.5,70,1,Winter
21,81,7.5,98,0,Winter
-9,70,15.5,85,0,Winter
16,56,5.5,68,10,Spring
25,67,1.5,28,2,Spring
62,109,22,102,9,Winter
29,44,1,14,8,Winter
25,53,1,6,8,Autumn
0,78,15,97,0,Winter
26,75,0,92,0,Winter
39,50,5.5,10,8,Summer
42,67,8.5,0,6,Summer
47,84,44.5,85,2,Winter
-6,99,10,77,0,Winter
-11,75,3,56,1,Spring
18,52,5,25,4,Winter
28,63,17,78,0,Summer
1,98,6.5,96,0,Winter
31,74,5.5,75,2,Autumn
14,68,16,59,0,Spring
17,101,13.5,82,6,Winter
-4,84,16.5,52,0,Winter
18,54,13.5,43,2,Winter
-8,76,18,89,0,Winter
41,85,10,99,0,Summer
13,20,3.5,35,1,Spring
34,29,5.5,13,5,Spring
21,60,17.5,84,0,Summer
43,72,10.5,16,9,Spring
27,93,6.5,80,3,Autumn
17,95,15,57,2,Autumn
19,77,15,88,0,Autumn
21,73,11.5,85,2,Spring
-10,67,14,89,1,Winter
-6,40,8,75,5,Autumn
11,33,3,90,11,Autumn
28,49,0,6,10,Summer
-1,64,11,95,1,Winter
20,76,14.5,80,1,Spring
1,87,10,92,0,Winter
13,70,15.5,82,3,Autumn
-3,67,5.5,98,1,Winter
34,61,11,69,10,Summer
34,37,9.5,7,11,Summer
4,83,2.5,88,0,Winter
26,65,6,28,1,Summer
26,38,9.5,19,7,Winter
25,49,8.5,17,9,Spring
22,80,13.5,75,0,Summer
0,69,7.5,83,0,Winter
24,60,7,21,2,Spring
-6,73,14,58,0,Winter
10,70,9,55,1,Spring
25,32,9,19,8,Summer
19,64,6,46,3,Winter
39,29,4,19,8,Autumn
31,74,14.5,59,2,Autumn
20,64,9,41,0,Summer
13,58,14.5,14,3,Winter
26,63,0.5,40,1,Winter
71,107,19,85,3,Summer
13,83,7.5,89,0,Summer
24,62,9,3,8,Spring
30,77,19,97,0,Winter
0,95,17.5,67,1,Winter
33,74,15.5,70,3,Autumn
28,77,7,55,11,Summer
-1,61,13,69,1,Winter
-8,75,7.5,58,0,Winter
-23,81,27.5,74,8,Winter
8,40,10,73,12,Spring
34,57,2,17,4,Summer
-5,82,9,88,1,Winter
22,60,1.5,37,1,Spring
44,28,6,16,10,Spring
31,73,14,83,2,Autumn
14,103,12.5,96,5,Winter
3,72,9,53,1,Winter
43,42,7,17,8,Winter
35,50,7,16,9,Autumn
38,63,2.5,68,12,Spring
32,61,13.5,47,4,Summer
16,69,7.5,57,2,Spring
23,76,6.5,11,1,Winter
22,57,7.5,11,4,Winter
34,78,1,25,2,Spring
28,43,8,14,10,Spring
1,88,1,70,0,Winter
47,51,5,56,13,Summer
23,75,12,50,0,Autumn
20,77,9,21,1,Summer
-7,83,5,75,1,Winter
30,37,14.5,20,11,Spring
1,98,2,81,0,Winter
-2,67,2,98,0,Winter
-3,95,3,65,0,Winter
20,22,4.5,18,10,Summer
28,46,6.5,4,9,Autumn
28,78,9,67,0,Spring
3,82,20,81,1,Winter
-1,85,4,83,0,Winter
-2,65,14,95,1,Winter
25,79,11.5,42,2,Winter
20,83,16,105,4,Autumn
-3,72,12,93,1,Winter
-10,30,9.5,57,12,Winter
-1,98,6.5,96,1,Winter
26,70,6.5,24,2,Summer
13,49,2.5,49,12,Summer
32,41,2.5,1,11,Summer
1,88,3.5,55,0,Winter
-6,85,0.5,72,0,Winter
4,107,5,83,8,Winter
16,79,11,25,1,Summer
18,79,15.5,95,3,Summer
54,97,15,72,14,Winter
30,69,15.5,91,2,Winter
41,50,1,3,9,Autumn
29,51,3.5,11,11,Spring
31,73,11.5,86,0,Spring
31,29,6,14,7,Winter
28,41,1.5,82,8,Spring
23,79,13,82,1,Winter
20,82,16.5,102,14,Spring
29,80,6.5,97,2,Autumn
-4,93,7,53,0,Winter
39,49,6,56,11,Spring
-9,73,9,96,0,Winter
-5,95,8.5,70,1,Winter
34,57,6.5,12,1,Autumn
27,61,8,78,0,Spring
26,103,13,101,14,Spring
28,67,7,11,1,Summer
3,87,10,87,0,Winter
18,57,10,26,3,Autumn
-6,80,19.5,98,1,Winter
41,50,10,1,11,Autumn
66,79,3.5,87,3,Spring
32,78,8,85,2,Winter
22,69,6.5,61,2,Autumn
-4,72,15.5,52,0,Winter
28,45,1.5,8,7,Summer
23,78,11,38,3,Winter
19,64,0.5,35,3,Summer
-17,39,5,59,8,Winter
17,97,10,75,8,Winter
26,25,0.5,0,6,Spring
34,52,7.5,4,9,Summer
-10,73,7.5,58,0,Winter
30,63,9.5,75,3,Summer
-14,60,12.5,14,13,Spring
22,67,14,24,2,Autumn
23,63,6,61,0,Autumn
21,26,3,13,11,Spring
29,66,0.5,2,7,Winter
18,95,6,74,1,Winter
22,63,10,19,10,Spring
-10,87,12,73,0,Winter
31,59,2,1,10,Summer
32,69,6,81,0,Summer
12,91,20,81,10,Autumn
-1,72,4.5,85,1,Winter
39,105,10.5,92,8,Summer
21,73,12,77,4,Autumn
-5,56,0.5,65,0,Spring
20,79,4,48,2,Spring
20,58,14,20,1,Spring
-10,97,15,94,1,Winter
33,70,11,41,4,Winter
-3,76,12,63,0,Winter
19,76,13,11,13,Winter
21,87,18,84,0,Winter
-10,98,7.5,97,1,Winter
44,68,2.5,11,5,Autumn
-10,89,15,72,0,Winter
27,76,2,41,2,Spring
17,89,18,82,0,Summer
35,64,3.5,16,5,Winter
-3,85,17,58,1,Winter
14,66,6.5,88,2,Spring
36,88,20.5,93,7,Summer
3,62,1.5,67,1,Winter
20,26,4.5,6,5,Spring
91,82,17.5,81,13,Spring
12,73,12.5,17,3,Autumn
32,68,9,28,1,Spring
32,66,8,24,4,Autumn
20,40,4.5,3,10,Summer
34,90,14,81,2,Spring
34,82,19,85,1,Summer
26,67,11.5,87,3,Spring
4,84,11.5,93,3,Winter
29,59,15,38,1,Summer
13,61,8,93,2,Autumn
-2,77,2,89,0,Winter
-3,92,7,74,1,Winter
10,67,8,47,1,Summer
32,56,7.5,18,3,Winter
-7,71,15.5,70,1,Winter
14,62,18,59,1,Autumn
-10,86,9.5,79,0,Winter
-8,97,7,65,0,Winter
45,23,3,73,0,Autumn
-2,70,13.5,50,1,Winter
54,109,13.5,83,10,Spring
2,78,13,35,0,Autumn
26,59,2.5,24,4,Winter
31,49,5.5,8,11,Autumn
-2,90,6,94,0,Winter
-8,81,7,72,0,Winter
27,68,9.5,45,4,Autumn
24,85,18.5,68,1,Autumn
-6,82,10,90,0,Winter
10,70,3.5,27,4,Winter
7,95,13,84,4,Spring
19,78,11.5,72,11,Spring
25,52,9.5,9,6,Spring
58,102,12.5,106,9,Winter
14,80,9,82,1,Summer
-8,87,19.5,50,0,Winter
20,81,7,93,3,Summer
37,60,0.5,14,8,Winter
28,71,6.5,48,1,Autumn
15,76,37.5,73,11,Autumn
13,72,7,13,3,Spring
3,72,3,98,1,Winter
17,86,27.5,94,14,Spring
31,51,13.5,11,2,Autumn
26,53,1,12,6,Winter
27,62,13,97,2,Summer
33,61,0.5,40,3,Winter
17,65,5.5,16,4,Winter
29,56,15,46,1,Autumn
25,53,0.5,37,1,Summer
31,78,3.5,28,3,Spring
38,51,0.5,1,11,Summer
33,95,6.5,75,2,Spring
35,50,8.5,11,10,Summer
29,75,13.5,21,9,Summer
-10,76,16,97,1,Winter
50,99,9,77,9,Autumn
23,46,3.5,14,9,Winter
31,92,11,96,1,Autumn
40,61,6.5,19,11,Winter
24,72,12.5,76,0,Autumn
35,70,8.5,28,10,Winter
28,60,12,64,2,Winter
20,50,15,19,3,Autumn
7,39,13,75,1,Autumn
5,21,14.5,17,13,Autumn
1,98,12,89,1,Winter
22,27,3,13,9,Spring
11,65,7.5,92,0,Autumn
42,28,4,16,6,Summer
37,60,10.5,57,7,Summer
-2,76,17.5,78,0,Winter
39,23,2,10,8,Winter
34,77,14,77,1,Autumn
20,53,5,4,8,Spring
31,55,7,19,8,Summer
33,59,5.5,23,4,Autumn
68,75,1,106,5,Summer
-4,86,28,94,10,Winter
15,65,2.5,44,3,Summer
34,65,9.5,76,1,Autumn
15,62,12,10,4,Autumn
33,66,8.5,17,4,Summer
27,56,1,10,1,Winter
23,89,15.5,100,13,Winter
10,55,3.5,22,3,Spring
0,62,16.5,55,1,Winter
3,83,17,87,0,Winter
33,78,3.5,27,3,Autumn
18,70,16.5,63,3,Winter
-5,83,11,69,0,Winter
36,23,4.5,0,6,Spring
32,65,2.5,7,8,Summer
38,41,10,5,9,Winter
11,68,13.5,55,0,Winter
29,77,8,20,2,Summer
-10,96,2,59,1,Winter
1,93,32.5,70,9,Winter
41,59,1,5,5,Winter
23,31,8.5,88,2,Spring
32,85,13,85,1,Summer
42,59,2,12,8,Summer
32,91,5.5,100,14,Winter
16,54,13.5,23,1,Spring
2,82,9.5,92,1,Winter
20,71,9,38,2,Spring
21,78,13.5,33,1,Summer
32,94,28,82,13,Winter
3,74,14,83,1,Winter
33,60,4.5,14,7,Summer
34,92,15.5,67,1,Summer
33,77,6.5,96,2,Summer
17,78,10.5,47,3,Autumn
32,33,6.5,5,11,Spring
0,92,6,83,1,Winter
25,60,7,93,2,Autumn
34,61,14,64,0,Summer
20,70,9.5,56,1,Winter
28,53,15,27,3,Autumn
1,70,11.5,64,1,Winter
4,106,21,85,0,Winter
-8,85,15,86,1,Winter
16,73,7.5,35,2,Winter
18,63,6,52,2,Autumn
37,27,3,5,5,Winter
26,78,17,67,3,Summer
26,99,22.5,89,11,Winter
36,58,0.5,13,7,Spring
-3,68,5,67,0,Winter
11,71,14,55,1,Spring
0,67,14.5,87,0,Winter
30,69,4,49,2,Winter
22,62,6.5,12,7,Winter
12,89,12,56,0,Winter
34,52,1.5,15,2,Spring
14,78,15,17,2,Spring
42,60,0.5,0,7,Winter
11,96,7.5,90,3,Summer
47,82,25.5,96,5,Summer
21,50,2.5,42,4,Winter
35,43,4.5,14,7,Summer
21,77,10.5,26,1,Autumn
29,73,2.5,22,1,Summer
42,57,5.5,1,11,Spring
-5,105,32,99,12,Winter
43,71,27,75,7,Winter
39,27,2,17,7,Winter
12,96,17,82,1,Winter
13,69,1.5,32,4,Autumn
31,67,5.5,54,3,Winter
23,62,11,47,4,Autumn
22,55,1,44,3,Spring
-9,91,8.5,99,0,Winter
25,74,5,14,3,Summer
-8,93,4.5,54,1,Winter
19,82,9,69,2,Summer
-10,43,10,78,11,Autumn
19,88,19,65,0,Summer
27,34,4,19,11,Autumn
10,60,11.5,26,3,Winter
30,96,20.5,81,0,Autumn
1,65,4.5,73,1,Winter
34,20,6.5,15,7,Autumn
14,84,11.5,94,2,Spring
31,56,10.5,17,4,Spring
50,77,9,76,11,Winter
22,51,11,29,1,Autumn
-6,86,11,95,0,Winter
38,20,8,0,8,Autumn
-6,23,11,40,11,Autumn
30,65,16.5,73,1,Winter
23,59,10.5,29,3,Autumn
52,78,20.5,104,12,Winter
30,78,11,49,1,Spring
44,45,2.5,9,7,Autumn
43,31,5,0,5,Spring
3,65,16,63,1,Winter
25,81,12,57,0,Spring
12,55,11.5,27,2,Summer
24,88,11,107,10,Summer
2,60,6.5,76,1,Winter
-10,88,13.5,61,1,Winter
11,63,12,52,1,Autumn
23,43,6.5,4,7,Autumn
8,74,0.5,59,5,Autumn
18,51,9,17,4,Autumn
32,74,10,79,10,Spring
71,91,5.5,80,7,Summer
34,60,7.5,18,11,Summer
-7,82,4.5,90,0,Winter
17,61,10,23,4,Spring
34,28,4.5,13,11,Winter
29,33,5.5,5,5,Autumn
11,93,9,70,3,Winter
33,44,1.5,11,7,Summer
34,56,13,49,3,Spring
-2,82,17.5,52,0,Winter
16,69,4.5,31,0,Spring
26,37,5,15,7,Spring
44,36,2,14,8,Spring
-8,67,6,60,0,Winter
49,79,13,77,5,Winter
-9,84,12,76,0,Winter
24,21,0.5,6,7,Spring
40,45,9.5,16,11,Spring
34,72,11,31,2,Spring
-9,87,17,98,0,Winter
61,89,0.5,88,9,Spring
-2,74,17.5,53,0,Winter
24,61,5.5,3,9,Spring
27,52,9,18,4,Summer
24,39,5,6,11,Spring
-2,71,14,54,1,Winter
91,100,3,91,2,Summer
25,78,13,50,0,Winter
43,73,18,79,11,Summer
-20,23,7.5,86,11,Spring
18,88,18.5,89,2,Autumn
